"","uniprot_id","source_file","target_name","dfam_id","e_value","score","strand","start_aa","end_aa","source","name","repeat_type_name","repeat_subtype_name","ensembl_gene_id_version"
"6569","P21452","ENST00000373306","ENST00000373306.5","DF000001134",2e-15,44.8,"+",381,399,"alignment","MSTB2","LTR","ERVL-MaLR","ENSG00000075073.16"
"6570","A6NEW7","ENST00000373307","ENST00000373307.5","DF000001134",9.3e-16,44.8,"+",169,187,"alignment","MSTB2","LTR","ERVL-MaLR","ENSG00000075073.16"
"6571","Q8TDR0-1","ENST00000373327","ENST00000373327.5","DF003586825",1.1e-09,27.2,"+",211,268,"alignment","Ssa_0070","DNA","","ENSG00000204104.13"
"6572","Q5SVZ6","ENST00000373330","ENST00000373330.1","DF003575008",1.5e-16,45.2,"+",545,790,"alignment","hAT_B.platifrons_11","DNA","hAT-Tip100","ENSG00000197056.13"
"6573","A0A0A0MSI2","ENST00000373422","ENST00000373422.8","DF000289875",5.7e-09,19.8,"-",11,41,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000134686.22"
"6574","A0A0A0MSI2","ENST00000373422","ENST00000373422.8","DF000289868",0.0013,1.7,"+",297,338,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000134686.22"
"6575","A0A0A0MSI2","ENST00000373422","ENST00000373422.8","DF000289884",0.00052,2.6,"-",17,37,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000134686.22"
"6576","A0A0A0MSI2","ENST00000373422","ENST00000373422.8","DF003586645",0.00027,3.8,"-",11,39,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000134686.22"
"6577","A0A0A0MSI2","ENST00000373422","ENST00000373422.8","DF000289883",1.6e-05,6.6,"-",21,97,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000134686.22"
"6578","Q5T0B9","ENST00000373428","ENST00000373428.5","DF000004001",4.7e-17,47.9,"-",249,346,"alignment","TE-X-12_DR","Unknown","","ENSG00000160094.16"
"6579","O43298","ENST00000373457","ENST00000373457.1","DF000004001",7.8e-18,50.6,"-",364,438,"alignment","TE-X-12_DR","Unknown","","ENSG00000169155.11"
"6580","O43298","ENST00000373457","ENST00000373457.1","DF000004324",2.9e-16,45,"-",376,445,"alignment","fAlbSat1","Satellite","","ENSG00000169155.11"
"6581","O43298","ENST00000373464","ENST00000373464.5","DF000004001",7.8e-18,50.6,"-",364,438,"alignment","TE-X-12_DR","Unknown","","ENSG00000169155.11"
"6582","O43298","ENST00000373464","ENST00000373464.5","DF000004324",2.9e-16,45,"-",376,445,"alignment","fAlbSat1","Satellite","","ENSG00000169155.11"
"6583","Q5VXU3-1","ENST00000373502","ENST00000373502.10","DF003586699",0.00049,0.9,"+",28,39,"alignment","ZymTri_2023_family_47","DNA","","ENSG00000204116.12"
"6584","Q5VXU3-1","ENST00000373502","ENST00000373502.10","DF003586525",0.00035,3.5,"+",28,39,"alignment","ZymTri_2023_family_1236","Unknown","","ENSG00000204116.12"
"6585","Q5VXU3-1","ENST00000373502","ENST00000373502.10","DF003586775",0.0012,1,"-",41,57,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000204116.12"
"6586","Q5VXU3-1","ENST00000373502","ENST00000373502.10","DF000289956",1.1e-09,17.6,"-",30,72,"alignment","PLE-X1_cBra","PLE","Chlamys","ENSG00000204116.12"
"6587","Q5VXU3-1","ENST00000373502","ENST00000373502.10","DF000289866",0.00012,0.7,"-",42,63,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000204116.12"
"6588","Q5VXU3-2","ENST00000373504","ENST00000373504.10","DF003586699",0.00045,0.9,"+",28,39,"alignment","ZymTri_2023_family_47","DNA","","ENSG00000204116.12"
"6589","Q5VXU3-2","ENST00000373504","ENST00000373504.10","DF003586556",0.00016,3.8,"-",31,65,"alignment","ZymTri_2023_family_1309","Unknown","","ENSG00000204116.12"
"6590","Q5VXU3-2","ENST00000373504","ENST00000373504.10","DF003586775",0.0016,0.4,"-",41,56,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000204116.12"
"6591","Q5VXU3-2","ENST00000373504","ENST00000373504.10","DF000289956",9.7e-10,17.6,"-",30,72,"alignment","PLE-X1_cBra","PLE","Chlamys","ENSG00000204116.12"
"6592","Q5VXU3-2","ENST00000373504","ENST00000373504.10","DF003586765",2e-04,1.9,"-",26,37,"alignment","ZymTri_2023_family_813","DNA","","ENSG00000204116.12"
"6593","Q5VXU3-2","ENST00000373504","ENST00000373504.10","DF000289866",0.00011,0.7,"-",42,63,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000204116.12"
"6594","Q96BR9-1","ENST00000373510","ENST00000373510.9","DF000004001",6.4e-11,27.6,"-",289,328,"alignment","TE-X-12_DR","Unknown","","ENSG00000160062.16"
"6595","Q6Y7W6-1","ENST00000373563","ENST00000373563.9","DF000289875",6.5e-09,20.2,"-",1202,1232,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000204120.17"
"6596","Q6Y7W6-1","ENST00000373563","ENST00000373563.9","DF000289854",6.4e-07,11.7,"+",1205,1233,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000204120.17"
"6597","Q6Y7W6-1","ENST00000373563","ENST00000373563.9","DF000289883",1.9e-05,6.9,"-",890,921,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000204120.17"
"6598","Q9BQ39","ENST00000373585","ENST00000373585.8","DF003586595",1.1e-14,38.1,"+",418,486,"alignment","ZymTri_2023_family_141","LINE","","ENSG00000107625.15"
"6599","Q9BQ39","ENST00000373585","ENST00000373585.8","DF003586615",5.4e-07,13.1,"-",451,489,"alignment","ZymTri_2023_family_1492","Unknown","","ENSG00000107625.15"
"6600","Q9BQ39","ENST00000373585","ENST00000373585.8","DF003586615",2e-05,7.9,"-",264,301,"alignment","ZymTri_2023_family_1492","Unknown","","ENSG00000107625.15"
"6601","Q9BQ39","ENST00000373585","ENST00000373585.8","DF003440178",0.00048,2,"+",56,86,"alignment","LINE1-8_mMol","LINE","L1","ENSG00000107625.15"
"6602","Q9HCK0","ENST00000373654","ENST00000373654.1","DF000001947",6.1e-21,64.6,"+",307,361,"alignment","MMSAT4","Satellite","","ENSG00000171448.10"
"6603","Q9HCK0","ENST00000373654","ENST00000373654.1","DF000004001",3.6e-23,68.2,"-",274,373,"alignment","TE-X-12_DR","Unknown","","ENSG00000171448.10"
"6604","Q9HCK0","ENST00000373654","ENST00000373654.1","DF003445771",1e-22,63.9,"-",296,366,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000171448.10"
"6605","Q9HCK0","ENST00000373656","ENST00000373656.4","DF000001947",6.1e-21,64.6,"+",307,361,"alignment","MMSAT4","Satellite","","ENSG00000171448.10"
"6606","Q9HCK0","ENST00000373656","ENST00000373656.4","DF000004001",3.6e-23,68.2,"-",274,373,"alignment","TE-X-12_DR","Unknown","","ENSG00000171448.10"
"6607","Q9HCK0","ENST00000373656","ENST00000373656.4","DF003445771",1e-22,63.9,"-",296,366,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000171448.10"
"6608","Q15916","ENST00000373659","ENST00000373659.4","DF000004001",1.4e-19,56.3,"-",318,395,"alignment","TE-X-12_DR","Unknown","","ENSG00000186130.6"
"6609","Q15916","ENST00000373659","ENST00000373659.4","DF003445771",6.1e-12,28.1,"-",327,398,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000186130.6"
"6610","H7BY97","ENST00000373667","ENST00000373667.4","DF003448600",2.8e-16,44.9,"+",147,258,"alignment","","Unknown","","ENSG00000084636.19"
"6611","A6NCT7","ENST00000373668","ENST00000373668.7","DF003448600",1.6e-27,83.8,"+",699,857,"alignment","","Unknown","","ENSG00000084636.19"
"6612","A6NCT7","ENST00000373668","ENST00000373668.7","DF003584220",0.0017,1,"+",607,625,"alignment","Copia-2_rCom","LTR","Copia","ENSG00000084636.19"
"6613","Q5R3E6","ENST00000373759","ENST00000373759.1","DF003584193",2.2e-06,9.5,"+",51,118,"alignment","Copia-105_rCom","LTR","Copia","ENSG00000156711.18"
"6614","O15264-2","ENST00000373766","ENST00000373766.9","DF003584193",3.6e-06,9.5,"+",129,196,"alignment","Copia-105_rCom","LTR","Copia","ENSG00000156711.18"
"6615","Q08170","ENST00000373795","ENST00000373795.7","DF003586649",2.8e-09,20.7,"-",442,493,"alignment","ZymTri_2023_family_246","Unknown","","ENSG00000116350.19"
"6616","A0A7P0MRW0","ENST00000373856","ENST00000373856.8","DF000000043",4.7e-36,113.5,"-",427,464,"alignment","AluS","SINE","Alu","ENSG00000147140.18"
"6617","A0A7P0MRW0","ENST00000373856","ENST00000373856.8","DF000280069",6.1e-23,63.5,"-",427,461,"alignment","PitPit-1.26","LINE","L1","ENSG00000147140.18"
"6618","O75147-2","ENST00000373873","ENST00000373873.8","DF000000698",4.8e-19,58.4,"+",983,1026,"alignment","MER102c","DNA","hAT-Charlie","ENSG00000124006.16"
"6619","O75147-2","ENST00000373873","ENST00000373873.8","DF003440140",0.00056,7.9,"-",494,519,"alignment","Helitron2_pKuh","RC","Helitron","ENSG00000124006.16"
"6620","A2A3D8","ENST00000373957","ENST00000373957.7","DF003586827",1.3e-06,18.5,"+",1721,1791,"alignment","Ssa_0062","DNA","","ENSG00000150275.20"
"6621","P17661","ENST00000373960","ENST00000373960.4","DF000277813",1.7e-61,193.6,"+",216,420,"alignment","LasBor-6.889","RC","Helitron","ENSG00000175084.14"
"6622","P19634-2","ENST00000374086","ENST00000374086.3","DF000000974",2.2e-23,72.9,"+",516,556,"alignment","MIR3","SINE","MIR","ENSG00000090020.12"
"6623","Q93074-2","ENST00000374102","ENST00000374102.6","DF000289875",1.3e-13,36.6,"-",2053,2089,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000184634.18"
"6624","Q93074-2","ENST00000374102","ENST00000374102.6","DF000289870",0.00011,6.2,"+",2130,2149,"alignment","Chlamys-4_eDeb","PLE","Chlamys","ENSG00000184634.18"
"6625","Q93074-2","ENST00000374102","ENST00000374102.6","DF002407683",6.4e-22,62.9,"-",2053,2116,"alignment","Acol_L1_Ele2","LINE","L1","ENSG00000184634.18"
"6626","Q93074-2","ENST00000374102","ENST00000374102.6","DF003586645",0.00014,6.1,"-",2054,2089,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000184634.18"
"6627","Q93074-2","ENST00000374102","ENST00000374102.6","DF000289877",2.6e-07,13.4,"-",2055,2116,"alignment","Chlamys-6_cBra","PLE","Chlamys","ENSG00000184634.18"
"6628","Q93074-2","ENST00000374102","ENST00000374102.6","DF000289883",1.5e-19,54.5,"-",2054,2158,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000184634.18"
"6629","Q8N6V4-4","ENST00000374112","ENST00000374112.7","DF000001022",4.6e-47,147.4,"-",73,157,"alignment","MLT1K","LTR","ERVL-MaLR","ENSG00000178645.14"
"6630","P49796-3","ENST00000374140","ENST00000374140.6","DF000001145",2.1e-24,76.6,"+",1,27,"alignment","AluY","SINE","Alu","ENSG00000138835.24"
"6631","P49796-3","ENST00000374140","ENST00000374140.6","DF003576513",4.4e-14,40.8,"+",1,34,"alignment","CebAlb-1.242_int","LTR","ERV1","ENSG00000138835.24"
"6632","Q5T292-3","ENST00000374148","ENST00000374148.1","DF000000359",4.1e-20,58.8,"+",94,139,"alignment","L2a","LINE","L2","ENSG00000204161.16"
"6633","O14497-3","ENST00000374152","ENST00000374152.7","DF000289868",4.8e-07,14.3,"+",114,218,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000117713.22"
"6634","O14497-3","ENST00000374152","ENST00000374152.7","DF003894024",4.3e-13,36,"+",1254,1305,"alignment","Diver3N-I","LTR","Pao","ENSG00000117713.22"
"6635","P45983-4","ENST00000374176","ENST00000374176.8","DF003584193",1.6e-07,14.7,"+",147,234,"alignment","Copia-105_rCom","LTR","Copia","ENSG00000107643.18"
"6636","P45983-3","ENST00000374179","ENST00000374179.8","DF003584193",1.5e-07,14.7,"+",147,234,"alignment","Copia-105_rCom","LTR","Copia","ENSG00000107643.18"
"6637","Q8NHZ8","ENST00000374206","ENST00000374206.4","DF003586916",3.5e-06,4.2,"+",13,64,"alignment","Ssa_0425","LTR","ERV","ENSG00000176386.10"
"6638","Q9Y6Q3-1","ENST00000374227","ENST00000374227.8","DF000004001",2.6e-114,370.7,"-",367,628,"alignment","TE-X-12_DR","Unknown","","ENSG00000136866.15"
"6639","Q9Y6Q3-1","ENST00000374227","ENST00000374227.8","DF000001960",3.9e-58,184,"+",508,631,"alignment","MurSatRep1","Unknown","","ENSG00000136866.15"
"6640","Q9Y6Q3-1","ENST00000374227","ENST00000374227.8","DF003445771",2.4e-65,205.9,"-",392,514,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000136866.15"
"6641","Q9UKS7-2","ENST00000374319","ENST00000374319.8","DF000001947",1.8e-17,53.4,"+",123,176,"alignment","MMSAT4","Satellite","","ENSG00000030419.18"
"6642","Q9UKS7-2","ENST00000374319","ENST00000374319.8","DF000004001",3.9e-18,51.7,"-",112,181,"alignment","TE-X-12_DR","Unknown","","ENSG00000030419.18"
"6643","Q9UKS7-2","ENST00000374319","ENST00000374319.8","DF003445771",1.8e-18,50,"-",109,176,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000030419.18"
"6644","Q5VZN3","ENST00000374374","ENST00000374374.3","DF003571997",2.3e-13,31.3,"+",47,134,"alignment","Gypsy-51_INT_AstCal","LTR","Gypsy","ENSG00000173258.14"
"6645","A9Z1X7","ENST00000374389","ENST00000374389.8","DF000289875",3.5e-06,10.7,"+",845,863,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000133226.20"
"6646","A9Z1X7","ENST00000374389","ENST00000374389.8","DF003586649",0.00021,5.3,"-",278,307,"alignment","ZymTri_2023_family_246","Unknown","","ENSG00000133226.20"
"6647","A9Z1X7","ENST00000374389","ENST00000374389.8","DF000289854",0.00026,2.6,"-",844,864,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000133226.20"
"6648","A9Z1X7","ENST00000374389","ENST00000374389.8","DF000289883",0.00066,1.3,"+",847,862,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000133226.20"
"6649","O95239-1","ENST00000374403","ENST00000374403.4","DF003586616",5.1e-29,86.1,"-",77,336,"alignment","ZymTri_2023_family_1489","Unknown","","ENSG00000090889.13"
"6650","P17041","ENST00000374433","ENST00000374433.7","DF000004001",1.3e-81,261.2,"-",62,255,"alignment","TE-X-12_DR","Unknown","","ENSG00000169740.15"
"6651","P17041","ENST00000374433","ENST00000374433.7","DF000001960",1.7e-26,77.9,"+",76,163,"alignment","MurSatRep1","Unknown","","ENSG00000169740.15"
"6652","P17041","ENST00000374433","ENST00000374433.7","DF003445771",2.2e-40,121.8,"-",62,179,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000169740.15"
"6653","Q8NCK3-1","ENST00000374435","ENST00000374435.3","DF000004001",9.5e-65,206,"-",287,440,"alignment","TE-X-12_DR","Unknown","","ENSG00000198298.14"
"6654","Q8NCK3-1","ENST00000374435","ENST00000374435.3","DF000001960",2e-47,148,"+",283,391,"alignment","MurSatRep1","Unknown","","ENSG00000198298.14"
"6655","Q8NCK3-1","ENST00000374435","ENST00000374435.3","DF003445771",7.2e-66,207.1,"-",312,435,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000198298.14"
"6656","Q16600","ENST00000374446","ENST00000374446.7","DF000004001",1.2e-96,311.7,"-",249,454,"alignment","TE-X-12_DR","Unknown","","ENSG00000196793.15"
"6657","Q16600","ENST00000374446","ENST00000374446.7","DF000001960",7.4e-35,106.4,"+",170,272,"alignment","MurSatRep1","Unknown","","ENSG00000196793.15"
"6658","Q16600","ENST00000374446","ENST00000374446.7","DF003445771",2.1e-47,145.9,"-",277,384,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000196793.15"
"6659","P36575-2","ENST00000374495","ENST00000374495.7","DF003576542",4.7e-06,14.5,"-",142,157,"alignment","ERV1-5_mMol_ltr","LTR","ERV1","ENSG00000120500.19"
"6660",NA,"ENST00000374523","ENST00000374523.8","DF000289970",0.00082,7.8,"+",21,40,"alignment","PgSE1","SINE","tRNA","ENSG00000204197.9"
"6661",NA,"ENST00000374523","ENST00000374523.8","DF003586616",6.4e-22,61.7,"-",399,657,"alignment","ZymTri_2023_family_1489","Unknown","","ENSG00000204197.9"
"6662","Q92838-3","ENST00000374553","ENST00000374553.6","DF003440180",0.00072,5.5,"-",196,206,"alignment","LTR10_mMol","LTR","ERV1","ENSG00000158813.18"
"6663","Q92838-3","ENST00000374553","ENST00000374553.6","DF003448600",1.5e-22,66.1,"+",184,245,"alignment","","Unknown","","ENSG00000158813.18"
"6664","Q92838-3","ENST00000374553","ENST00000374553.6","DF003584220",0.00043,1.7,"+",187,225,"alignment","Copia-2_rCom","LTR","Copia","ENSG00000158813.18"
"6665",NA,"ENST00000374568","ENST00000374568.8","DF000000045",9.9e-19,56.4,"-",156,176,"alignment","AluS","SINE","Alu","ENSG00000112493.12"
"6666",NA,"ENST00000374568","ENST00000374568.8","DF003576513",4.1e-12,32.9,"-",156,176,"alignment","CebAlb-1.242_int","LTR","ERV1","ENSG00000112493.12"
"6667",NA,"ENST00000374568","ENST00000374568.8","DF000280069",3e-14,34.5,"-",156,180,"alignment","PitPit-1.26","LINE","L1","ENSG00000112493.12"
"6668","Q9C0F3","ENST00000374608","ENST00000374608.3","DF000004001",1.8e-97,314.5,"-",266,469,"alignment","TE-X-12_DR","Unknown","","ENSG00000125945.16"
"6669","Q9C0F3","ENST00000374608","ENST00000374608.3","DF000001960",1.7e-46,145,"+",352,469,"alignment","MurSatRep1","Unknown","","ENSG00000125945.16"
"6670","Q9C0F3","ENST00000374608","ENST00000374608.3","DF003445771",1e-57,180.2,"-",351,470,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000125945.16"
"6671","A0A0A0MRS1","ENST00000374618","ENST00000374618.7","DF000004001",3.6e-112,363.8,"-",189,479,"alignment","TE-X-12_DR","Unknown","","ENSG00000189180.17"
"6672","A0A0A0MRS1","ENST00000374618","ENST00000374618.7","DF000001960",5.3e-53,167.1,"+",486,591,"alignment","MurSatRep1","Unknown","","ENSG00000189180.17"
"6673","A0A0A0MRS1","ENST00000374618","ENST00000374618.7","DF003445771",2e-65,206.3,"-",439,562,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000189180.17"
"6674","Q8NDW4-2","ENST00000374648","ENST00000374648.7","DF000001960",3e-26,75.9,"+",5,48,"alignment","MurSatRep1","Unknown","","ENSG00000198105.17"
"6675","Q8NDW4-2","ENST00000374648","ENST00000374648.7","DF003445819",1.9e-23,66.7,"+",8,48,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000198105.17"
"6676","F8WAI8","ENST00000374651","ENST00000374651.8","DF000001947",2.2e-12,38,"+",799,843,"alignment","MMSAT4","Satellite","","ENSG00000184677.19"
"6677","F8WAI8","ENST00000374651","ENST00000374651.8","DF000004001",2.6e-44,139.6,"-",695,902,"alignment","TE-X-12_DR","Unknown","","ENSG00000184677.19"
"6678","F8WAI8","ENST00000374651","ENST00000374651.8","DF003445771",2.5e-15,40.8,"-",696,819,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000184677.19"
"6679","Q5W026","ENST00000374660","ENST00000374660.7","DF003586816",1.3e-06,9.6,"-",351,454,"alignment","ZymTri_2023_family_989","LTR","","ENSG00000148513.20"
"6680","Q5W026","ENST00000374660","ENST00000374660.7","DF000290013",6.6e-11,22.6,"+",998,1025,"alignment","MER5A1r","Unknown","","ENSG00000148513.20"
"6681","O43474-1","ENST00000374672","ENST00000374672.5","DF000004001",4.8e-13,34.8,"-",400,479,"alignment","TE-X-12_DR","Unknown","","ENSG00000136826.16"
"6682","P10275-1","ENST00000374690","ENST00000374690.9","DF000289875",3.8e-18,50.4,"-",54,94,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000169083.19"
"6683","P10275-1","ENST00000374690","ENST00000374690.9","DF000289848",9.2e-05,4.9,"-",54,79,"alignment","Chlamys-1_cSch","PLE","Chlamys","ENSG00000169083.19"
"6684","P10275-1","ENST00000374690","ENST00000374690.9","DF000289868",3e-04,4,"-",453,474,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000169083.19"
"6685","P10275-1","ENST00000374690","ENST00000374690.9","DF000289854",2.5e-08,15.9,"+",53,73,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000169083.19"
"6686","P10275-1","ENST00000374690","ENST00000374690.9","DF000289847",0.0026,1.1,"-",55,77,"alignment","Chlamys-1_cRei","PLE","Chlamys","ENSG00000169083.19"
"6687","P10275-1","ENST00000374690","ENST00000374690.9","DF000289884",1.8e-05,7.6,"-",57,73,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000169083.19"
"6688","P10275-1","ENST00000374690","ENST00000374690.9","DF000289883",0.00017,3.3,"-",402,473,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000169083.19"
"6689","P10275-1","ENST00000374690","ENST00000374690.9","DF003586645",2.8e-07,13.8,"-",54,79,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000169083.19"
"6690","P10275-1","ENST00000374690","ENST00000374690.9","DF000289877",0.00061,1,"-",57,76,"alignment","Chlamys-6_cBra","PLE","Chlamys","ENSG00000169083.19"
"6691","P10275-1","ENST00000374690","ENST00000374690.9","DF000289850",0.00037,1.9,"-",452,476,"alignment","Chlamys-1_eDeb","PLE","Chlamys","ENSG00000169083.19"
"6692","P10275-1","ENST00000374690","ENST00000374690.9","DF000289883",1.2e-17,47,"-",54,160,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000169083.19"
"6693","Q8N450","ENST00000374707","ENST00000374707.1","DF003440233",6.1e-06,13.4,"+",251,268,"alignment","LTR3_mMol","LTR","ERVK","ENSG00000106701.14"
"6694","Q4VXY6","ENST00000374708","ENST00000374708.8","DF003440318",0.0035,7.4,"-",613,626,"alignment","Ves4_mMol","SINE","tRNA","ENSG00000204248.13"
"6695","Q4VXY6","ENST00000374708","ENST00000374708.8","DF003448600",9.8e-28,85.3,"+",883,1025,"alignment","","Unknown","","ENSG00000204248.13"
"6696","Q4VXY6","ENST00000374708","ENST00000374708.8","DF003584220",0.00018,5.1,"+",1264,1305,"alignment","Copia-2_rCom","LTR","Copia","ENSG00000204248.13"
"6697","O95477","ENST00000374736","ENST00000374736.8","DF000282209",1.2e-27,82.9,"+",943,1109,"alignment","MurFea-1.292_int","LTR","ERV1","ENSG00000165029.17"
"6698","Q14686","ENST00000374796","ENST00000374796.6","DF000289875",3.7e-09,21.7,"-",259,288,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000198646.15"
"6699","Q14686","ENST00000374796","ENST00000374796.6","DF000289868",0.00012,6.4,"+",986,1029,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000198646.15"
"6700","Q14686","ENST00000374796","ENST00000374796.6","DF000289854",6.8e-06,9,"+",269,286,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000198646.15"
"6701","Q14686","ENST00000374796","ENST00000374796.6","DF000289883",1.9e-05,7.6,"-",259,288,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000198646.15"
"6702","Q9Y4W2-1","ENST00000374811","ENST00000374811.8","DF000289875",4.6e-06,10,"-",698,726,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000001497.19"
"6703","Q9Y4W2-1","ENST00000374811","ENST00000374811.8","DF003584399",2.1e-05,7.9,"-",499,610,"alignment","L1-22_rCom","LINE","L1","ENSG00000001497.19"
"6704","Q9Y4W2-1","ENST00000374811","ENST00000374811.8","DF000289854",7e-05,4.1,"+",693,713,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000001497.19"
"6705","Q9Y4W2-1","ENST00000374811","ENST00000374811.8","DF000289866",2.6e-05,4.7,"-",560,606,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000001497.19"
"6706","Q5XG96","ENST00000374826","ENST00000374826.8","DF000000007",2.4e-23,70,"-",139,166,"alignment","AluJ","SINE","Alu","ENSG00000064933.20"
"6707","Q5XG96","ENST00000374826","ENST00000374826.8","DF000279796",1.4e-13,36.8,"-",137,166,"alignment","OtoGar-5.26","SINE","B4","ENSG00000064933.20"
"6708","Q5XG96","ENST00000374826","ENST00000374826.8","DF000280069",3.1e-19,49.6,"-",139,166,"alignment","PitPit-1.26","LINE","L1","ENSG00000064933.20"
"6709","O75820-2","ENST00000374861","ENST00000374861.7","DF000004001",3e-138,450,"-",128,415,"alignment","TE-X-12_DR","Unknown","","ENSG00000136870.11"
"6710","O75820-2","ENST00000374861","ENST00000374861.7","DF000001960",2.7e-50,158,"+",148,257,"alignment","MurSatRep1","Unknown","","ENSG00000136870.11"
"6711","O75820-2","ENST00000374861","ENST00000374861.7","DF003445771",2e-59,186.2,"-",229,354,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000136870.11"
"6712","P05997","ENST00000374866","ENST00000374866.9","DF003448600",5.1e-41,129.2,"+",369,534,"alignment","","Unknown","","ENSG00000204262.15"
"6713","P05997","ENST00000374866","ENST00000374866.9","DF003584220",9.5e-09,19.1,"+",1007,1056,"alignment","Copia-2_rCom","LTR","Copia","ENSG00000204262.15"
"6714","Q96H12-2","ENST00000374885","ENST00000374885.5","DF000289146",2.7e-11,26.2,"-",21,62,"alignment","TE2696_SO2_FAM0767","Unknown","","ENSG00000066697.16"
"6715","X6R907","ENST00000374886","ENST00000374886.7","DF000289146",2.9e-11,26.3,"-",21,62,"alignment","TE2696_SO2_FAM0767","Unknown","","ENSG00000066697.16"
"6716","P98169","ENST00000374888","ENST00000374888.3","DF000004001",4.6e-18,52.1,"-",431,568,"alignment","TE-X-12_DR","Unknown","","ENSG00000198455.5"
"6717","P36897-3","ENST00000374990","ENST00000374990.6","DF003576519",0.00015,9.3,"+",109,125,"alignment","ERV1-1_mMol_ltr","LTR","ERV1","ENSG00000106799.16"
"6718","P36897-3","ENST00000374990","ENST00000374990.6","DF000282402",2.1e-46,145.1,"+",113,176,"alignment","OnyTor-1.356_int","LTR","ERVK","ENSG00000106799.16"
"6719","P36897-3","ENST00000374990","ENST00000374990.6","DF003445716",1.2e-48,151.2,"+",113,176,"alignment","Pman_ERVK_3.45","LTR","ERVK","ENSG00000106799.16"
"6720","P36897-3","ENST00000374990","ENST00000374990.6","DF003445721",1.9e-49,153.8,"-",113,176,"alignment","Pman_ERVK_3.95","LTR","ERVK","ENSG00000106799.16"
"6721","P39059","ENST00000375001","ENST00000375001.8","DF003440204",0.0018,6.7,"-",1021,1055,"alignment","LTR15_rFer","LTR","ERV1","ENSG00000204291.13"
"6722","P39059","ENST00000375001","ENST00000375001.8","DF003448600",2.9e-18,53.7,"+",1053,1132,"alignment","","Unknown","","ENSG00000204291.13"
"6723","P39059","ENST00000375001","ENST00000375001.8","DF003584220",0.0032,0.6,"-",573,586,"alignment","Copia-2_rCom","LTR","Copia","ENSG00000204291.13"
"6724","Q12816-2","ENST00000375022","ENST00000375022.8","DF000000713",1.4e-16,51.1,"-",668,707,"alignment","MER117","DNA","hAT-Charlie","ENSG00000067445.23"
"6725","Q12816-4","ENST00000375041","ENST00000375041.6","DF000289875",5.3e-06,10.2,"-",335,399,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000067445.23"
"6726","Q12816-4","ENST00000375041","ENST00000375041.6","DF003586615",8e-04,3.1,"-",846,875,"alignment","ZymTri_2023_family_1492","Unknown","","ENSG00000067445.23"
