"","uniprot_id","target_name","dfam_id","start_aa","end_aa","repeat_type_name","name","TE_per_protein","is_primate_spec","organism","clade","group","ensembl_gene_id_version","n_exons"
"995","A0A7P0T9R6","ENST00000680781.1","DF000000154",47,82,"LINE","HAL1",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000119977.23",1
"996","A0A7P0T9X5","ENST00000681562.1","DF000000048",49,65,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000165280.19",1
"997","A0A7P0T9Z2","ENST00000679568.1","DF000000001",1228,1246,"SINE","MIR",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000184014.10",1
"998","A0A7P0TA01","ENST00000681406.1","DF000000017",1,19,"LTR","Harlequin",1,"no","Catarrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini","primates","ENSG00000110079.20",1
"999","A0A7P0TA20","ENST00000679897.1","DF000000007",3,42,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000119917.15",1
"1000","A0A7P0TA23","ENST00000681948.1","DF000000048",39,123,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000109618.14",1
"1001","A0A7P0TA31","ENST00000679963.1","DF000000010",287,314,"LINE","L1MC4",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000183785.17",1
"1002","A0A7P0TA41","ENST00000575100.2","DF000000147",95,131,"SINE","FRAM",1,"no","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000141252.21",3
"1003","A0A7P0TA66","ENST00000680448.1","DF000000040",1030,1056,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000123607.17",1
"1004","A0A7P0TA70","ENST00000679519.1","DF000000147",254,292,"SINE","FRAM",1,"no","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000131043.14",1
"1005","A0A7P0TA89","ENST00000680399.1","DF000000042",393,409,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000159063.15",1
"1006","A0A7P0TA91","ENST00000679909.1","DF000000259",11,23,"LINE","L1MA4",1,"no","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000175164.16",1
"1007","A0A7P0TAA8","ENST00000681221.1","DF000000042",363,379,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000159063.15",1
"1008","A0A7P0TAB5","ENST00000681273.1","DF000000258",487,513,"LINE","L1MA3",1,"no","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000048052.26",1
"1009","A0A7P0TAC5","ENST00000681528.1","DF000000036",1774,1788,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000197386.14",1
"1010","A0A7P0TAD4","ENST00000681877.1","DF000000034",214,232,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000101160.16",1
"1011","A0A7P0TAE4","ENST00000680301.1","DF000000017",1,19,"LTR","Harlequin",1,"no","Catarrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini","primates","ENSG00000110079.20",2
"1012","A0A7P0TAE4","ENST00000680301.1","DF000000564",221,240,"LINE",NA,2,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000110079.20",2
"1013","A0A7P0TAG0","ENST00000548162.2","DF000289964",446,474,"SINE","LaSE1",1,"no","Lerema accius","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Obtectomera;Hesperioidea;Hesperiidae;Hesperiinae;Hesperiini;Lerema;Lerema accius","not_mammals","ENSG00000157227.15",2
"1014","A0A7P0TAN7","ENST00000681467.1","DF000000036",63,92,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000168003.20",1
"1015","A0A7P0TAT6","ENST00000680386.1","DF000000007",214,242,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000101160.16",1
"1016","A0A7P0TB14","ENST00000680194.1","DF000000045",216,250,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000137948.19",1
"1017","A0A7P0TB19","ENST00000680094.1","DF000000034",521,561,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000100023.20",1
"1018","A0A7P0TB51","ENST00000680964.1","DF000000039",316,342,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000117054.16",1
"1019","A0A7P0TB54","ENST00000679695.1","DF000000007",175,211,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000254469.12",1
"1020","A0A7P0TB69","ENST00000680008.1","DF000000022",806,819,"LTR",NA,1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000058056.11",1
"1021","A0A7P0TB82","ENST00000680502.1","DF000000841",63,98,"DNA","Tigger3b",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000058056.11",1
"1022","A0A7P0TB95","ENST00000680098.1","DF000000048",298,323,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000197822.13",1
"1023","A0A7P0TB99","ENST00000679450.1","DF000000358",1080,1109,"LINE","L2",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000135541.23",1
"1024","A0A7P0TBA0","ENST00000681756.1","DF000000051",1143,1154,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000135541.23",1
"1025","A0A7P0TBJ6","ENST00000492957.2","DF000000003",233,247,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000117020.19",1
"1026","A0A7P0TBM9","ENST00000681142.1","DF000000007",1360,1372,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000197299.14",1
"1027","A0A7P0TBQ3","ENST00000680833.1","DF000000002",445,497,"SINE","AluY",1,"yes","Catarrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini","primates","ENSG00000164430.18",1
"1028","A0A7P0Z457","ENST00000681285.1","DF000000819",68,121,"LTR","THE1C",1,"no","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000143502.17",1
"1029","A0A7P0Z463","ENST00000681816.1","DF000000070",318,328,"DNA",NA,1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000169604.22",1
"1030","A0A7P0Z464","ENST00000680718.1","DF000001070",407,506,"Retroposon","SVA_D",1,"yes","Hominidae","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hominidae","primates","ENSG00000168014.19",1
"1031","A0A7P0Z491","ENST00000680265.1","DF000000413",2945,3014,"DNA",NA,1,"no","Catarrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini","primates","ENSG00000066279.20",1
"1032","A0A7P0Z4A0","ENST00000680725.1","DF000000036",56,85,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000168003.20",1
"1033","A0A7P0Z4A8","ENST00000680913.1","DF000000281",477,493,"LINE","L1MC5a",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000163297.19",1
"1034","A0A7P0Z4F1","ENST00000681346.1","DF000000045",1036,1072,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000111331.15",1
"1035","A0A7P0Z4F3","ENST00000680497.1","DF000000877",501,524,"LINE",NA,1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000003393.17",1
"1036","A0A7P0Z4P5","ENST00000681569.1","DF000000036",94,123,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000168003.20",1
"1037","A0A7P0Z4R9","ENST00000680880.1","DF000000007",214,248,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000101160.16",1
"1038","A0A804CAZ4","ENST00000319670.14","DF000289883",671,754,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000104880.19",1
"1039","A0A804CF45","ENST00000372129.4","DF000289884",18,31,"PLE","Chlamys-8_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000133124.12",1
"1040","A0A804CF45","ENST00000372129.4","DF003586914",592,641,"LTR","Ssa_0907",2,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000133124.12",1
"1041","A0A804CF45","ENST00000372129.4","DF000289854",790,822,"PLE","Chlamys-1_tObl",3,"no","Tetradesmus obliquus","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus obliquus","not_mammals","ENSG00000133124.12",1
"1042","A0A804CF45","ENST00000372129.4","DF000289883",1091,1174,"PLE","Chlamys-8_cRei",4,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000133124.12",1
"1043","A0A804DAZ0","ENST00000448301.7","DF003584393",71,135,"LINE","L1-17_rCom",1,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000163131.13",5
"1044","A0A804DAZ0","ENST00000448301.7","DF003584393",161,253,"LINE","L1-17_rCom",2,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000163131.13",5
"1045","A0A804EQJ3","ENST00000538255.6","DF003576523",3,34,"LTR","ERV1-1_pDis_ltr",1,"no","Phyllostomus discolor","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Phyllostomidae;Phyllostominae;Phyllostomus;Phyllostomus discolor","mammals_non_primate","ENSG00000136943.13",5
"1046","A0A804EQJ3","ENST00000538255.6","DF003584393",87,284,"LINE","L1-17_rCom",2,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000136943.13",5
"1047","A0A804HHR9","ENST00000683543.2","DF000000976",5352,5366,"SINE","MIRc",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000167548.18",1
"1048","A0A804HHT5","ENST00000682861.1","DF000001293",26,44,"DNA","hAT-1_Mam",1,"no","Theria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Prototheria;Monotremata; root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria","mammals_non_primate","ENSG00000160145.16",1
"1049","A0A804HHW6","ENST00000682641.1","DF000000039",440,521,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000155906.21",1
"1050","A0A804HHW7","ENST00000684000.1","DF000000049",214,240,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000141556.23",1
"1051","A0A804HHX9","ENST00000684171.1","DF000000257",87,97,"LINE","L1MA2",1,"no","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000184752.15",1
